cluster,state,district,date_announced,date_last_onset,category,status,cases_new,cases_total,cases_active,tests,icu,deaths,recovered,summary_bm,summary_en
Kluster R122 Bukit Keteri,9,Kangar,2022-01-22,2022-01-21,education,ended,0,7,0,9,0,0,7,"Kluster Ini Dikenalpasti Hasil Saringan Bersasar Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di R122 Kampung Bukit Keteri, Kangar.","This Cluster Was Identified As A Result Of Targeted Screening Involving Students Of An Educational Center Located At R122 Kampung Bukit Keteri, Kangar."
Kluster Kampung Renab,3,Tanah Merah,2022-01-22,2022-01-25,workplace,ended,0,24,0,24,0,0,24,"Kluster Ini Melibatkan Kakitangan Sebuah Institusi Awam Yang Terletak Di Kampung Renab, Bukit Bunga, Tanah Merah. Kes Indeks Bagi Kluster Ini Merupakan Seorang Lelaki, Warganegara Malaysia, Berumur 24 Tahun Yang Dilaporkan Positif Covid-19 Pada 22 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 19 Januari 2022.","This Cluster Involves Workers At An Public Institution At Kampung Renab, Bukit Bunga, Tanah Merah. The Index Case For This Cluster Is A Malaysian Citizen,  24 Years Old Male Who Was Reported Positive For Covid-19  On 22Nd January 2022 And Identified Through Symptomatic Individual Screening. Case Became Symptomatic On 19Th January  2022."
Kluster Dah Mutiara Naga,2,Kubang Pasu,2022-01-22,2022-01-26,education,ended,0,56,0,77,0,0,56,"Kluster Ini Melibatkan Kakitangan Dan  Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Taman Mutiara Naga, Mukim Naga, Kubang Pasu. Kes Indeks Merupakan Seorang Perempuan, Warganegara Malaysia, Berumur 5 Tahun Yang Dilaporkan Positif Covid-19 Pada 17 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 14 Januari 2022.","This Cluster Involves Staffs And Students  At An Educational Center At Taman Mutiara Naga, Mukim Naga, Kubang Pasu.  The Index Case For This Cluster Is A Malaysian Citizen,  5 Years Old Female Who Was Reported Positive For Covid-19  On 17Th January 2022 And Identified Through Symptomatic Individual Screening. Case Became Symptomatic On 14Th January  2022."
Kluster Jalan Ihp Iskandar,1,"Johor Bahru, Kota Tinggi",2022-01-22,2022-01-27,workplace,ended,0,22,0,137,0,0,22,"Kluster Ini Melibatkan Pekerja-Pekerja Sebuah Gudang Yang Terletak Di Jalan Ihp, Pasir Gudang, Johor Bahru. Kes Indeks Bagi Kluster Ini Merupakan Seorang Perempuan, Warganegara Malaysia, Berumur 26 Tahun Yang Dilaporkan Positif Covid-19 Pada 16 Januari Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 14 Januari 2022.","This Cluster Involves Workers Of A Warehouse At  Jalan Ihp, Pasir Gudang, Johor Bahru. The Index Case For This Cluster Is A Malaysian Citizen,  26 Years Old Female Who Was Reported Positive For Covid-19 On 16Th January 2022 And Identified Through Symptomatic Individual Screening. Case Became Symptomatic On 14Th January 2022."
Kluster Batu 7 Jalan Kluang,1,Batu Pahat,2022-01-22,2022-01-28,education,ended,0,46,0,184,0,0,46,"Kluster Ini Dikenalpasti Hasil Saringan Bersasar Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Km 7, Jalan Kluang, Batu Pahat.","This Cluster Was Identified As A Result Of Targeted Screening Involving Students Of An Educational Center Located At Km 7, Jalan Kluang, Batu Pahat."
Kluster Dah Sungai Badak,2,Kulim,2022-01-22,2022-01-30,education,ended,0,128,0,148,0,0,128,"Kluster Ini Dikenalpasti Hasil Saringan Bersasar Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Jalan Lunas, Kampung Sungai Badak, Kulim.","This Cluster Was Identified As A Result Of Targeted Screening Involving Students Of An Educational Center Located At Jalan Lunas, Kampung Sungai Badak, Kulim."
Kluster Jalan Bypass Kologon,12,Ranau,2022-01-22,2022-02-14,education,ended,0,39,0,101,0,0,39,"Kluster Ini Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Berhampiran Jalan Bypass Kologon, Pekan Kundasang, Ranau. Kes Indeks Bagi Kluster Ini Merupakan Seorang Perempuan, Warganegara Malaysia, Berumur 16 Tahun Yang Dilaporkan Positif Covid-19 Pada 21 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 17 Januari 2022.","This Cluster Involves Students At An Educational Center At Jalan Bypass Kologon, Pekan Kundasang, Ranau. The Index Case For This Cluster Is A Malaysian Citizen,  16 Years Old Female Who Was Reported Positive For Covid-19  On 21Th January 2022 And Identified Through Symptomatic Individual Screening. Case Became Symptomatic On 17Th January  2022."
Kluster Jalan Sungai Burung,7,"Barat Daya, Seberang Perai Utara",2022-01-22,2022-02-17,education,ended,0,41,0,71,0,0,41,"Kluster Ini Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Jalan Sungai Burung, Balik Pulau, Barat Daya. Kes Indeks Merupakan Seorang Lelaki, Warganegara Malaysia, Berumur 19 Tahun Yang Dilaporkan Positif Covid-19 Pada 20 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 13 Januari 2022.","This Cluster Involves Students At An Educational Center At Jalan Sungai Burung, Balik Pulau, Barat Daya. The Index Case For This Cluster Is A Malaysian Citizen,  19 Years Old Male Who Was Reported Positive For Covid-19  On 20Th January 2022 And Identified Through Symptomatic Individual Screening. Case Became Symptomatic On 13Th January  2022."
Kluster Sungai Raba,10,"Sepang, Kuala Langat, Hulu Langat",2022-01-22,2022-03-21,education,ended,0,227,0,1994,0,0,227,"Kluster Ini Dikenalpasti Hasil Saringan Bersasar Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Kampung Sungai Raba, Banting, Kuala Langat.","This Cluster Was Identified As A Result Of Targeted Screening Involving Students Of An Educational Center Located At Kampung Sungai Raba, Banting, Kuala Langat."
Kluster Jalan Masjid Pasir Mas,3,Pasir Mas,2022-01-23,2022-01-22,education,ended,0,5,0,26,0,0,5,"Kluster Ini Melibatkan Pelajar-Pelajar Di Sebuah Pusat Pendidikan Yang Terletak Di Jalan Masjid, Pasir Mas. Kes Indeks Bagi Kluster Ini Merupakan Seorang Perempuan, Warganegara Malaysia, Berumur 18 Tahun Yang Dilaporkan Positif Covid-19 Pada 13 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 12 Januari 2022.","This Cluster Involves Students At An Educational Center Located At Jalan Masjid, Pasir Mas. The Index Case For This Cluster Was A Woman, A Malaysian Citizen, Aged 18 Years Who Reported Positive For Covid-19 On 13 January 2022 As A Result Of Symptomatic Individual Screening. Case Became Symptomatic On January 12, 2022."
Kluster Permatang Binjai,7,Seberang Perai Utara,2022-01-23,2022-01-23,education,ended,0,9,0,9,0,0,9,"Kluster Ini Melibatkan Pelajar-Pelajar Dan Kakitangan Sebuah Pusat Pendidikan Yang Terletak Di Permatang Binjai, Seberang Perai Utara. Kes Indeks Bagi Kluster Ini Merupakan Seorang Perempuan Berumur 16 Tahun, Warganegara Malaysia Yang Dilaporkan Positif Covid-19 Pada 23 Januari 2022 Hasil Saringan Bergejala. Kes Mula Bergejala Pada 15 Januari 2022.","This Cluster Involves Students And Staff Of An Educational Center Located In Permatang Binjai, North Seberang Perai. The Index Case For This Cluster Was A 16-Year-Old Woman, A Malaysian Citizen Who Was Reported Positive For Covid-19 On 23 January 2022 As A Result Of Symptomatic Screening. The Case Became Symptomatic On January 15, 2022."
Kluster Kampung Bunut Sarang Burung 2,3,Tumpat,2022-01-23,2022-01-25,education,ended,0,19,0,25,0,0,19,"Kluster Ini Merupakan Kluster Berulang Kali Kedua Yang Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Bunut Sarang Burung, Tumpat. Kes Indeks Bagi Kluster Ini Merupakan Seorang Lelaki Berumur 15 Tahun, Warganegara Malaysia Yang Dilaporkan Positif Covid-19 Pada 17 Januari 2022 Hasil Saringan Bergejala. Kes Mula Bergejala Pada 14 Januari 2022.","This Cluster Is The Second Recurring Cluster Involving Students Of An Education Center Located In Bunut Sarang Burung, Tumpat. The Index Case For This Cluster Was A 15-Year-Old Man, A Malaysian Citizen Who Was Reported Positive For Covid-19 On 17 January 2022 As A Result Of Symptomatic Screening. The Case Began To Unfold On January 14, 2022."
Kluster Cahaya Seksyen 11,10,Petaling,2022-01-23,2022-01-27,education,ended,0,16,0,44,0,0,16,"Kluster Ini Dikenalpasti Hasil Saringan Bersasar Yang Melibatkan Kakitangan Dan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Jalan Cahaya 11/7, Shah Alam, Petaling.","This Cluster Was Identified As A Result Of Targeted Screening Involving Staff And Students Of An Education Center Located At Jalan Cahaya 11/7, Shah Alam, Petaling."
Kluster Batu 3 Tampoi,1,Johor Bahru,2022-01-23,2022-01-27,workplace,ended,0,13,0,51,0,0,13,"Kluster Ini Melibatkan Kakitangan Di Sebuah Pusat Perkhidmatan Awam Yang Terletak Di Batu 3, Jalan Tampoi, Johor Bahru. Kes Indeks Bagi Kluster Ini Merupakan Kes No. 2806383, Lelaki, Warganegara Malaysia, Berumur 36 Tahun Yang Dilaporkan Positif Covid-19 Pada 16 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 13 Januari 2022.","The Cluster Involves Staff At A Public Service Center Located At Batu 3, Jalan Tampoi, Johor Bahru. The Index Case For This Cluster Is Case No. 2806383, Male, Malaysian Citizen, Aged 36 Years Who Reported Positive For Covid-19 On 16 January 2022 As A Result Of Symptomatic Individual Screening. Case Became Symptomatic On January 13, 2022."
Kluster Jalan Sultan Ahmaddin Shah,8,Perak Tengah,2022-01-23,2022-01-29,education,ended,0,19,0,22,0,0,19,"Kluster Ini Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Jalan Sultan Ahmaddin Shah, Perak Tengah. Kes Indeks Bagi Kluster Ini Merupakan Seorang Lelaki Berumur 19 Tahun, Warganegara Malaysia Yang Dilaporkan Positif Covid-19 Pada 23 Januari 2022 Hasil Saringan Bergejala. Kes Mula Bergejala Pada 18 Januari 2022.","This Cluster Involves Students Of An Educational Center Located At Jalan Sultan Ahmaddin Shah, Central Perak. The Index Case For This Cluster Was A 19-Year-Old Man, A Malaysian Citizen Who Was Reported Positive For Covid-19 On 23 January 2022 As A Result Of Symptomatic Screening.  Case Became Symptomatic On January 18, 2022."
Kluster Kampung Perol,3,"Kota Bharu, Pasir Mas",2022-01-23,2022-01-30,education,ended,0,44,0,58,0,0,44,"Kluster Ini Melibatkan Kakitangan Dan Pelajar-Pelajar Di Sebuah Pusat Pendidikan Yang Terletak Di Kampung Perol, Kota Bharu. Kes Indeks Bagi Kluster Ini Merupakan Seorang Lelaki, Warganegara Malaysia, Berumur 29 Tahun Yang Dilaporkan Positif Covid-19 Pada 18 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 13 Januari 2022.","This Cluster Involves Staff And Students At An Educational Center Located In Kampung Perol, Kota Bharu. The Index Case For This Cluster Was A Man, A 29-Year-Old Malaysian Citizen Who Was Reported Positive For Covid-19 On 18 January 2022 As A Result Of Symptomatic Individual Screening.  Case Became Symptomatic On January 13, 2022."
Kluster Jalan Utama Bandar Chiku,3,Gua Musang,2022-01-23,2022-01-30,education,ended,0,16,0,20,0,0,16,"Kluster Ini Melibatkan Pelajar-Pelajar Di Sebuah Pusat Pendidikan Yang Terletak Di Bandar Chiku, Gua Musang. Kes Indeks Bagi Kluster Ini Merupakan Seorang Perempuan, Warganegara Malaysia, Berumur 20 Tahun Yang Dilaporkan Positif Covid-19 Pada 19 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 13 Januari 2022.","This Cluster Involves Students At An Educational Center Located In Bandar Chiku, Gua Musang. The Index Case For This Cluster Was A Woman, A Malaysian Citizen, Aged 20 Years Who Reported Positive For Covid-19 On 19 January 2022 As A Result Of Symptomatic Individual Screening.  Case Became Symptomatic On January 13, 2022."
Kluster Jalan Pintas Teluk Kemang,5,"Rembau, Port Dickson, Seremban",2022-01-23,2022-01-31,education,ended,0,66,0,269,0,0,66,"Kluster Ini Melibatkan Pelajar-Pelajar Di Sebuah Pusat Pendidikan Yang Terletak Di Jalan Pintas Teluk Kemang, Port Dickson. Kes Indeks Bagi Kluster Ini Merupakan Seorang Perempuan, Warganegara Malaysia, Berumur 18 Tahun Yang Dilaporkan Positif Covid-19 Pada 14 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 10 Januari 2022.","This Cluster Involves Students At An Educational Center Located At Jalan Pintas Teluk Kemang, Port Dickson. The Index Case For This Cluster Was A Woman, A Malaysian Citizen, Aged 18 Years Who Reported Positive For Covid-19 On 14 January 2022 As A Result Of Symptomatic Individual Screening.  Case Became Symptomatic On January 10, 2022."
Kluster Jalan Pulai Gua Musang,3,Gua Musang,2022-01-23,2022-01-31,education,ended,0,10,0,23,0,0,10,"Kluster Ini Melibatkan Kakitangan Sebuah Pusat Pendidikan Yang Terletak Di Jalan Pulai, Gua Musang. Kes Indeks Bagi Kluster Ini Merupakan Seorang Perempuan Berumur 38 Tahun, Warganegara Malaysia Yang Dilaporkan Positif Covid-19 Pada 22 Januari 2022 Hasil Saringan Bergejala. Kes Mula Bergejala Pada 18 Januari 2022.","This Cluster Involves The Staff Of An Education Center Located At Jalan Pulai, Gua Musang. The Index Case For This Cluster Was A 38-Year-Old Woman, A Malaysian Citizen Who Was Reported Positive For Covid-19 On 22 January 2022 As A Result Of Symptomatic Screening. The Case Became Symptomatic On January 18, 2022."
Kluster Jalan Medang,6,"Bentong, Bera",2022-01-23,2022-02-05,education,ended,0,115,0,182,0,0,115,"Kluster Ini Melibatkan Pelajar-Pelajar Dan Kakitangan Sebuah Pusat Pendidikan Yang Terletak Di Jalan Medang, Bentong. Kes Indeks Bagi Kluster Ini Merupakan Seorang Kanak-Kanak Lelaki Berumur 10 Tahun, Warganegara Malaysia Yang Dilaporkan Positif Covid-19 Pada 18 Januari 2022 Hasil Saringan Bergejala. Kes Mula Bergejala Pada 16 Januari 2022.","This Cluster Involves Students And Staff Of An Educational Center Located In Jalan Medang, Bentong. The Index Case For This Cluster Was A 10-Year-Old Boy, A Malaysian Citizen Who Was Reported Positive For Covid-19 On 18 January 2022 As A Result Of Symptomatic Screening. The Case Became Symptomatic On January 16, 2022."
Kluster Persiaran Sri Bendahara Segamat,1,Segamat,2022-01-23,2022-02-10,education,ended,0,196,0,2155,0,0,196,"Kluster Ini Melibatkan Pelajar-Pelajar Sebuah Institusi Pendidikan. Nama Kluster Merujuk Kepada Lokaliti Jalan Berhampiran Institusi Pendidikan Tersebut Iaitu Persiaran Sri Bendahara, Segamat. Kes-Kes Indeks Bagi Kluster Ini  Dilaporkan Positif Covid-19 Pada 23 Januari 2022 Hasil Saringan Bergejala. Kes-Kes Mula Bergejala Pada 19 Januari 2022.","This Cluster Involves Students Of An Educational Institution. The Name Of The Cluster Refers To The Locality Of The Road Near The Educational Institution, Namely Persiaran Sri Bendahara, Segamat. The Index Cases For This Cluster Were Reported Positive For Covid-19 On 23 January 2022 As A Result Of Symptomatic Screening. The Cases Became Symptomatic On January 19, 2022."
Kluster Jalan Semenyih Asa Jaya,10,"Hulu Langat, Kuala Langat, Sepang",2022-01-23,2022-03-21,education,ended,0,48,0,184,0,0,48,"Kluster Ini Merupakan Hasil Saringan Bersasar Yang Melibatkan Pelajar-Pelajar Sebuah Pusat Pendidikan Yang Terletak Di Jalan Semenyih, Taman Asa Jaya, Hulu Langat.","This Cluster Is The Result Of A Targeted Screening Involving Students Of An Education Center Located At Jalan Semenyih, Taman Asa Jaya, Hulu Langat."
Kluster Jalan Ampang 99,14,"Titiwangsa, Kepong, Cheras, Lembah Pantai",2022-01-24,2022-01-23,workplace,ended,0,9,0,48,0,0,9,"Kluster Ini Melibatkan Kakitangan Sebuah Syarikat Perkhidmatan Yang Terletak Di Jalan Ampang, Titiwangsa. Kes Indeks Bagi Kluster Ini Merupakan Perempuan, Warganegara Malaysia, Berumur 36 Tahun, Yang Dilaporkan Positif Covid-19 Pada 14 Januari 2022 Hasil Saringan Bergejala. Kes Mula Bergejala Pada 10 Januari 2022.","This Cluster Involves The Staff Of A Service Company Located In Jalan Ampang, Titiwangsa. The Index Case For This Cluster Was A Woman, A Malaysian Citizen, Aged 36 Years, Who Was Reported Positive For Covid-19 On 14 January 2022 As A Result Of Symptomatic Screening. The Case Began Symptomatic On 10 January 2022."
Kluster Jalan Bukit Jalil Indah,14,Cheras,2022-01-24,2022-01-23,workplace,ended,0,7,0,28,0,0,7,"Kluster Ini Melibatkan Kakitangan Sebuah Pusat Sukan Yang Terletak Di Jalan Bukit Jalil Indah 2, Bukit Jalil, Cheras. Kes Indeks Bagi Kluster Ini Merupakan Lelaki, Warganegara Malaysia, Berumur 21 Tahun, Yang Dilaporkan Positif Covid-19 Pada 24 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 20 Januari 2022.","This Cluster Involves The Staff Of A Sports Center Located At Jalan Bukit Jalil Indah 2, Bukit Jalil, Cheras. The Index Case For This Cluster Was A Man, A Malaysian Citizen, Aged 21 Years, Who Was Reported Positive For Covid-19 On 24 January 2022 As A Result Of Symptomatic Individual Screening. The Case Began Symptomatic On 20 January 2022."
Kluster Jalan Masjid Abu Bakar,1,"Johor Bahru, Tangkak, Kulai",2022-01-24,2022-02-01,workplace,ended,0,18,0,97,0,0,18,"Kluster Ini Melibatkan Kakitangan Sebuah Institusi Awam Yang Terletak Di Jalan Masjid Sultan Abu Bakar, Johor Bahru. Kedua-Dua Kes Indeks Bagi Kluster Ini Merupakan Perempuan, Warganegara Malaysia, Yang Dilaporkan Positif Covid-19 Pada 21 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 16 Dan 17 Januari 2022.","This Cluster Involves The Staff Of A Public Institution Located At Jalan Masjid Sultan Abu Bakar, Johor Bahru. Both Two Index Cases For This Cluster Were Females, Malaysian Citizens, Who Were Reported Positive For Covid-19 On 21 January 2022 As A Result Of Symptomatic Individual Screening. Both Cases Started Symptomatic On 16 Dan 17 January 2022."
Kluster Jalan Maran Batu Satu,6,Temerloh,2022-01-24,2022-02-02,workplace,ended,0,75,0,176,0,0,75,"Kluster Ini Melibatkan Pekerja-Pekerja Sebuah Kilang Yang Terletak Di Jalan Maran Batu 1, Temerloh. Kes Indeks Bagi Kluster Ini Merupakan Lelaki, Warganegara Malaysia, Berumur 30 Tahun, Yang Dilaporkan Positif Covid-19 Pada 23 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 19 Januari 2022.","This Cluster Involves Workers Of A Factory Located At Jalan Maran Batu 1, Temerloh. The Index Case For This Cluster Is Male, Malaysian Citizen, Aged 30 Years, Who Reported Positive For Covid-19 On 23 January 2022 As A Result Of Symptomatic Individual Screening. The Case Began To Unfold On 19 January 2022."
Kluster Jalan Pengkalan Batu,4,"Melaka Tengah, Alor Gajah, Jasin",2022-01-24,2022-02-05,education,ended,0,253,0,593,0,0,253,"Kluster Ini Melibatkan Pelajar-Pelajar Di Sebuah Pusat Pendidikan Yang Terletak Di Jalan Pengkalan Batu, Batu Berendam, Melaka Tengah. Kes Indeks Bagi Kluster Ini Merupakan Lelaki, Warganegara Malaysia, Berumur 19 Tahun, Yang Dilaporkan Positif Covid-19 Bermula Pada 22 Januari 2022 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 17 Januari 2022.","This Cluster Involves Students At An Educational Center Located At Jalan Pengkalan Batu, Batu Berendam, Central Melaka. The Index Case For This Cluster Was A Male, Malaysian Citizen, Aged 19 Years, Who Was Reported Positive For Covid-19 Starting On 22 January 2022 As A Result Of Symptomatic Individual Screening. The Case Began Symptomatic On 17 January 2022."
